prev_key,curr_key,time_delay
e,a,0.16010546684265137
a,l,0.1447591781616211
l,t,0.13877296447753906
t,h,0.08768892288208008
h,space,0.08476638793945312
s,e,0.07567858695983887
e,n,0.1565389633178711
n,s,0.09801793098449707
s,i,0.1144404411315918
i,n,0.07259821891784668
n,g,0.12779569625854492
g,space,0.3618462085723877
a,c,0.15799832344055176
c,t,0.196000337600708
t,i,0.10896587371826172
i,v,0.10034799575805664
v,i,0.12911677360534668
i,t,0.10461974143981934
t,y,0.10448384284973145
y,space,0.06725907325744629
r,e,0.07262134552001953
e,c,0.19414663314819336
c,o,0.10270810127258301
o,g,0.17000150680541992
g,n,0.11493706703186035
n,i,0.07399511337280273
i,t,0.11728358268737793
t,i,0.11234068870544434
i,o,0.031184673309326172
o,n,0.10207962989807129
n,space,0.0865328311920166
l,o,0.18778371810913086
o,w,0.11281108856201172
w,space,0.13106274604797363
p,e,0.21663355827331543
e,w,0.3728959560394287
w,e,0.09155416488647461
e,r,0.12511086463928223
r,space,0.20802998542785645
s,e,0.08492112159729004
e,n,0.10704731941223145
n,s,0.11931347846984863
s,i,0.0756537914276123
i,n,0.07529473304748535
n,g,0.11091995239257812
g,space,0.11361336708068848
a,n,0.08093905448913574
n,d,0.10048103332519531
d,space,0.0927894115447998
e,n,0.09221100807189941
,mouse_click,0.31973743438720703
e,v,0.20209646224975586
v,e,0.17294931411743164
e,r,0.09669828414916992
r,y,0.07397985458374023
y,space,0.11796379089355469
h,u,0.17583346366882324
u,m,0.175706148147583
m,a,0.12929177284240723
a,n,0.0935969352722168
n,space,0.08618640899658203
b,e,0.15539026260375977
e,i,0.1414804458618164
i,n,0.056516408920288086
n,g,0.07700657844543457
g,space,0.13299298286437988
t,h,0.07406735420227051
h,i,0.064056396484375
i,n,0.13695025444030762
n,k,0.06804800033569336
k,s,0.13295865058898926
s,space,0.14704155921936035
a,b,0.09802699089050293
b,o,0.12094879150390625
o,u,0.08204507827758789
u,t,0.13395237922668457
t,space,0.08503961563110352
h,o,0.07263660430908203
o,w,0.0504148006439209
w,space,0.14320611953735352
t,o,0.11224102973937988
o,space,0.09970831871032715
l,i,0.08716368675231934
i,v,0.04999041557312012
v,e,0.1661546230316162
e,space,0.08899164199829102
a,space,0.11362004280090332
g,o,0.10889816284179688
o,o,0.16103005409240723
o,d,0.1164093017578125
d,space,0.1558842658996582
l,i,0.08700180053710938
i,f,0.11968111991882324
f,e,0.13872790336608887
e,space,0.16451597213745117
o,w,0.06099987030029297
w,space,0.12704849243164062
t,o,0.09907007217407227
o,space,0.08497929573059082
m,a,0.12116122245788574
a,k,0.11800122261047363
k,e,0.10116314888000488
e,space,0.06917119026184082
t,h,0.08100318908691406
h,e,0.1089928150177002
e,space,0.09599637985229492
r,i,0.11996674537658691
i,g,0.09129643440246582
g,h,0.11763763427734375
h,t,0.10364055633544922
t,space,0.08305907249450684
s,o,0.2609865665435791
o,r,0.11900210380554199
r,t,0.19606351852416992
t,s,0.13393616676330566
s,space,0.11418461799621582
o,f,0.043042898178100586
f,space,0.13201618194580078
d,e,0.16393494606018066
e,c,0.19724440574645996
c,i,0.09681200981140137
i,s,0.1310126781463623
s,i,0.1161184310913086
i,o,0.06298971176147461
o,n,0.07100105285644531
n,s,0.0670020580291748
s,space,0.21999692916870117
a,n,0.07695245742797852
n,d,0.07304716110229492
d,space,0.12096166610717773
w,h,0.08300900459289551
h,a,0.09557104110717773
a,t,0.07705140113830566
t,space,0.07594490051269531
s,o,0.08587789535522461
o,r,0.10074520111083984
r,t,0.18715476989746094
t,s,0.12705612182617188
s,space,0.09399867057800293
o,f,0.06000566482543945
f,space,0.09794926643371582
c,o,0.0806128978729248
o,n,0.04095768928527832
n,d,0.10845279693603516
d,i,0.12123870849609375
i,t,0.10924291610717773
t,i,0.10216808319091797
i,o,0.018849611282348633
o,n,0.07878732681274414
n,s,0.08317995071411133
s,space,0.15262269973754883
c,o,0.09787797927856445
o,n,0.037867069244384766
n,t,0.12676310539245605
t,r,0.1558547019958496
r,i,0.15038275718688965
i,b,0.11210227012634277
b,u,0.11057138442993164
u,t,0.1213068962097168
t,e,0.08100032806396484
e,space,0.2249913215637207
t,o,0.11504936218261719
o,space,0.08445096015930176
a,space,0.10259389877319336
m,o,0.09638118743896484
o,r,0.0800466537475586
r,a,0.12594985961914062
a,l,0.09539008140563965
l,l,0.14438509941101074
l,y,0.18145108222961426
y,space,0.06750774383544922
g,o,0.08353042602539062
o,o,0.14197731018066406
o,d,0.1253364086151123
d,space,0.09267425537109375
l,i,0.1004793643951416
i,f,0.0649268627166748
f,e,0.13791942596435547
e,space,0.12305641174316406
t,h,0.08299517631530762
h,i,0.06346726417541504
i,s,0.04371190071105957
s,space,0.1287367343902588
n,a,0.08925080299377441
a,t,0.0783696174621582
t,u,0.12131524085998535
u,r,0.06677794456481934
r,a,0.14697766304016113
a,l,0.08360958099365234
l,l,0.14168190956115723
l,y,0.16838717460632324
y,space,0.07101130485534668
l,e,0.12347602844238281
e,a,0.10415792465209961
a,d,0.12760639190673828
d,s,0.09654641151428223
s,space,0.18065214157104492
t,h,0.0999908447265625
,e,0.3285651206970215
e,space,0.10415458679199219
s,h,0.023473024368286133
h,o,0.12543654441833496
o,u,0.08616948127746582
u,l,0.12850236892700195
l,d,0.0821073055267334
d,space,0.16534709930419922
f,i,0.11816263198852539
i,r,0.11046433448791504
r,s,0.1638796329498291
s,t,0.10395598411560059
t,space,0.1280076503753662
d,i,0.15682220458984375
i,s,0.2619354724884033
s,t,0.10397911071777344
t,i,0.24005579948425293
i,n,0.10579156875610352
n,g,0.11744213104248047
g,u,0.19106388092041016
u,i,0.07480669021606445
i,s,0.10089302062988281
s,h,0.1138448715209961
h,space,0.08111906051635742
m,o,0.10708332061767578
o,r,0.09128260612487793
r,a,0.26460981369018555
a,l,0.11988520622253418
l,space,0.08524799346923828
o,u,0.08986759185791016
u,g,0.20940160751342773
g,h,0.10324859619140625
h,t,0.15287137031555176
t,s,0.09971809387207031
s,space,0.10834026336669922
f,r,0.17750930786132812
r,o,0.07938790321350098
o,m,0.12662291526794434
m,space,0.017323970794677734
o,t,0.09486556053161621
t,h,0.15901780128479004
h,e,0.008057594299316406
e,r,0.08005690574645996
r,space,0.1132955551147461
t,y,0.10202527046203613
y,p,0.07798981666564941
p,e,0.035040855407714844
e,s,0.14864015579223633
s,space,0.09479928016662598
o,f,0.07689857482910156
f,space,0.08320093154907227
o,u,0.05315375328063965
u,g,0.11723661422729492
g,h,0.1069176197052002
h,t,0.08962655067443848
t,s,0.12874913215637207
s,space,0.25003981590270996
s,o,0.11989331245422363
o,m,0.128828763961792
m,e,0.12542128562927246
e,space,0.08902144432067871
d,i,0.10449981689453125
i,f,0.04219365119934082
f,f,0.16471529006958008
f,e,0.1881861686706543
e,r,0.09780764579772949
r,e,0.13694334030151367
e,n,0.09360098838806152
n,t,0.11646628379821777
t,space,0.09436202049255371
n,o,0.12104010581970215
o,r,0.11667609214782715
r,m,0.12291407585144043
m,a,0.1264646053314209
a,t,0.06661534309387207
t,i,0.1089324951171875
i,v,0.12962102890014648
v,e,0.17451000213623047
e,space,0.1313951015472412
c,o,0.07813072204589844
o,n,0.06060600280761719
n,c,0.0632624626159668
c,e,0.19742703437805176
e,p,0.06194710731506348
p,t,0.1172494888305664
t,s,0.12947773933410645
s,space,0.16040730476379395
a,r,0.05348014831542969
r,e,0.10520291328430176
e,space,0.12281179428100586
a,s,0.12302875518798828
s,s,0.195770263671875
s,o,0.1411447525024414
o,c,0.1050262451171875
c,i,0.16282010078430176
i,a,0.12815165519714355
a,t,0.08396482467651367
t,e,0.09389376640319824
e,d,0.18504667282104492
d,space,0.1066129207611084
w,i,0.08002805709838867
i,t,0.12976717948913574
t,h,0.06250452995300293
h,space,0.09942388534545898
p,r,0.11765241622924805
r,u,0.3042314052581787
u,c,0.25493311882019043
c,e,0.38268232345581055
e,n,0.18134450912475586
n,c,0.18216252326965332
s,o,0.10973405838012695
o,m,0.14853620529174805
m,e,0.1618037223815918
e,space,0.28605031967163086
w,i,0.12436914443969727
i,t,0.12065815925598145
t,h,0.07867717742919922
h,space,0.09275412559509277
r,a,0.15346741676330566
a,t,0.06295323371887207
t,i,0.0851893424987793
i,o,0.05329275131225586
o,n,0.07131433486938477
n,a,0.11540365219116211
a,l,0.0798349380493164
l,i,0.1424863338470459
i,t,0.16095304489135742
t,y,0.09305191040039062
y,space,0.04307270050048828
a,n,0.127655029296875
n,d,0.11641621589660645
d,space,0.08850431442260742
s,o,0.10247492790222168
o,m,0.12310290336608887
m,e,0.1424257755279541
e,space,0.16820597648620605
w,i,0.13263463973999023
i,t,0.10720324516296387
t,h,0.09173846244812012
h,space,0.05778908729553223
a,e,0.2422926425933838
e,s,0.16997075080871582
s,t,0.16442084312438965
t,h,0.16567420959472656
h,e,0.08599424362182617
e,t,0.1898796558380127
t,i,0.1402146816253662
i,c,0.15103673934936523
c,space,0.10813260078430176
n,o,0.08559608459472656
o,r,0.07043623924255371
r,m,0.13103938102722168
m,s,0.09232807159423828
s,space,0.15550851821899414
m,o,0.08499622344970703
o,r,0.10749030113220215
r,a,0.13002467155456543
a,l,0.11362552642822266
l,space,0.08698582649230957
n,o,0.12011337280273438
o,r,0.07959938049316406
r,m,0.14607572555541992
m,s,0.1562950611114502
s,space,0.14504051208496094
p,r,0.07152414321899414
r,i,0.12561678886413574
i,m,0.08652329444885254
m,a,0.13387775421142578
a,r,0.06597900390625
r,i,0.13365650177001953
i,l,0.0604400634765625
l,y,0.1979663372039795
y,space,0.058922529220581055
c,o,0.07378292083740234
o,n,0.04870033264160156
n,c,0.12034726142883301
c,e,0.1886301040649414
e,r,0.10065793991088867
r,n,0.10914301872253418
n,space,0.12610673904418945
o,u,0.10071206092834473
u,r,0.073089599609375
r,space,0.12305450439453125
i,n,0.07598996162414551
n,t,0.08486032485961914
t,e,0.11974763870239258
e,r,0.12599992752075195
r,a,0.1203165054321289
a,c,0.1958768367767334
c,t,0.23190712928771973
t,i,0.07603740692138672
i,o,0.05138802528381348
n,o,0.0949103832244873
o,r,0.1290435791015625
r,m,0.07073593139648438
m,a,0.14166545867919922
a,t,0.06904792785644531
t,i,0.129347562789917
i,v,0.10257220268249512
v,e,0.15871024131774902
e,space,0.11601614952087402
e,t,0.12104249000549316
t,h,0.06984949111938477
h,i,0.09110641479492188
i,c,0.06573176383972168
c,s,0.18416094779968262
s,space,0.15458464622497559
i,s,0.12806963920593262
s,space,0.13988471031188965
t,h,0.1117401123046875
h,e,0.03307509422302246
e,space,0.15297818183898926
a,r,0.05885481834411621
r,e,0.10172915458679199
e,a,0.1418461799621582
a,space,0.15055394172668457
f,space,0.17306041717529297
p,h,0.13777422904968262
h,i,0.09676861763000488
i,l,0.10355401039123535
l,o,0.2060234546661377
o,s,0.09273481369018555
s,o,0.129469633102417
o,p,0.08919572830200195
p,h,0.06179928779602051
h,y,0.22807049751281738
y,space,0.09296917915344238
t,h,0.10276007652282715
h,a,0.09108829498291016
a,t,0.07366156578063965
t,space,0.04296422004699707
b,r,0.18747210502624512
r,o,0.12938857078552246
o,a,0.10011959075927734
a,d,0.0946645736694336
d,l,0.13245892524719238
l,y,0.16861486434936523
y,space,0.07840538024902344
s,p,0.10581636428833008
p,e,0.1051931381225586
e,a,0.1092996597290039
a,k,0.10133886337280273
k,i,0.17700862884521484
i,n,0.07353496551513672
n,g,0.05073738098144531
g,space,0.1323409080505371
i,s,0.14560723304748535
s,space,0.09495019912719727
c,o,0.09969472885131836
o,n,0.0811605453491211
n,c,0.06521320343017578
c,e,0.20123004913330078
e,r,0.1074209213256836
r,n,0.11385369300842285
n,e,0.08699250221252441
e,d,0.18221139907836914
d,space,0.12024497985839844
w,i,0.10450935363769531
i,t,0.13764619827270508
t,h,0.09763717651367188
h,space,0.07839179039001465
s,t,0.1674339771270752
t,a,0.12274336814880371
a,n,0.10118651390075684
n,d,0.07303047180175781
d,a,0.17343497276306152
a,r,0.06319141387939453
r,d,0.1164238452911377
d,s,0.13488292694091797
s,space,0.15068864822387695
f,o,0.1174006462097168
o,r,0.07955765724182129
r,space,0.10504889488220215
r,i,0.12118911743164062
i,g,0.08716630935668945
g,h,0.09376001358032227
h,t,0.09354567527770996
t,space,0.10400176048278809
c,o,0.0663762092590332
o,n,0.049208879470825195
n,d,0.1244044303894043
d,u,0.13028812408447266
u,c,0.07561087608337402
c,t,0.17321062088012695
t,space,0.13035964965820312
a,n,0.11098575592041016
n,d,0.07240796089172363
d,space,0.12177538871765137
m,o,0.07682037353515625
o,r,0.055588483810424805
r,a,0.11969113349914551
a,l,0.09134769439697266
l,space,0.0859382152557373
e,v,0.16092514991760254
v,a,0.19990324974060059
a,u,0.2618072032928467
u,l,0.1379845142364502
l,a,0.110748291015625
a,t,0.09763121604919434
t,i,0.10883331298828125
i,o,0.05369114875793457
o,n,0.08606481552124023
n,space,0.0797872543334961
c,o,0.14456963539123535
o,n,0.08116555213928223
n,c,0.09552597999572754
c,e,0.1897883415222168
e,r,0.10456705093383789
r,n,0.08508515357971191
n,e,0.09208869934082031
e,d,0.20566296577453613
d,space,0.14562177658081055
g,e,0.15737104415893555
e,n,0.10351729393005371
n,e,0.0979914665222168
e,r,0.07375359535217285
r,e,0.13031864166259766
e,a,0.11507916450500488
a,l,0.11730670928955078
l,l,0.15986943244934082
l,y,0.18063807487487793
y,space,0.0906827449798584
s,u,0.12764620780944824
u,c,0.06482744216918945
c,h,0.12934136390686035
h,space,0.0345454216003418
a,space,0.13511872291564941
t,h,0.07082867622375488
h,e,0.08900594711303711
e,o,0.12640666961669922
o,r,0.09701180458068848
r,y,0.1218874454498291
y,space,0.06013965606689453
w,i,0.09394335746765137
i,l,0.1461045742034912
l,l,0.17456698417663574
l,space,0.10416364669799805
g,i,0.10360288619995117
i,v,0.10992860794067383
v,e,0.14927005767822266
e,space,0.10788393020629883
a,n,0.09333276748657227
n,space,0.08299851417541504
a,c,0.13903307914733887
c,c,0.17374777793884277
c,o,0.15246009826660156
o,u,0.09264588356018066
u,n,0.1781167984008789
n,t,0.07639575004577637
t,space,0.09713554382324219
o,f,0.08980059623718262
f,space,0.09054875373840332
r,i,0.12081265449523926
i,g,0.10063505172729492
g,h,0.08834719657897949
h,t,0.08423638343811035
t,space,0.12543678283691406
a,c,0.1635739803314209
c,t,0.2889528274536133
t,i,0.07800865173339844
i,o,0.07079005241394043
o,n,0.06652665138244629
n,space,0.08038902282714844
a,n,0.10489749908447266
n,d,0.06735539436340332
d,space,0.13680052757263184
t,r,0.17107176780700684
r,y,0.04976701736450195
y,space,0.09413790702819824
t,o,0.0714881420135498
o,space,0.09471487998962402
g,i,0.11586809158325195
i,v,0.1078190803527832
v,e,0.1592118740081787
e,space,0.10753917694091797
s,o,0.1105649471282959
o,m,0.09989786148071289
m,e,0.12508177757263184
e,space,0.08040928840637207
i,d,0.07709836959838867
d,e,0.15740489959716797
e,a,0.12330317497253418
a,space,0.17586278915405273
o,f,0.10973572731018066
f,space,0.08293271064758301
w,h,0.14362478256225586
h,a,0.0725851058959961
a,t,0.06094837188720703
g,e,0.15885186195373535
e,n,0.08379650115966797
n,e,0.11421751976013184
e,r,0.05176091194152832
r,a,0.13854050636291504
a,l,0.13088679313659668
l,l,0.1517488956451416
l,y,0.19802594184875488
y,space,0.09584331512451172
s,u,0.12619447708129883
u,c,0.12189364433288574
c,h,0.08600330352783203
h,space,0.037043094635009766
a,space,0.14968585968017578
t,h,0.07018685340881348
h,e,0.08510851860046387
e,o,0.1401684284210205
o,r,0.12870335578918457
r,y,0.1638655662536621
y,space,0.09017491340637207
w,i,0.10978865623474121
i,l,0.14021587371826172
l,l,0.16955852508544922
l,space,0.11152148246765137
g,i,0.09223127365112305
i,v,0.1413893699645996
v,e,0.1303844451904297
e,space,0.1589820384979248
a,n,0.11567950248718262
n,space,0.07564377784729004
a,c,0.13866376876831055
c,c,0.17542409896850586
c,o,0.07931017875671387
o,u,0.10020661354064941
u,n,0.16910195350646973
n,t,0.08052825927734375
t,space,0.08846664428710938
o,f,0.05623602867126465
f,space,0.1562027931213379
r,i,0.09408426284790039
i,g,0.11193728446960449
g,h,0.07325410842895508
h,t,0.09678149223327637
t,space,0.10860371589660645
a,c,0.15395569801330566
c,t,0.21000909805297852
t,i,0.07778620719909668
i,o,0.053354740142822266
o,n,0.09700417518615723
n,space,0.0889430046081543
a,n,0.11440062522888184
n,d,0.06073427200317383
d,space,0.14436030387878418
t,r,0.17846107482910156
r,y,0.05599212646484375
y,space,0.0904688835144043
t,o,0.10587358474731445
o,space,0.07686948776245117
g,i,0.10511994361877441
i,v,0.12735319137573242
v,e,0.12968802452087402
e,space,0.1186826229095459
s,o,0.10011410713195801
o,m,0.11334419250488281
m,e,0.10163211822509766
e,space,0.071197509765625
i,d,0.07704567909240723
d,e,0.14339232444763184
e,a,0.13149523735046387
a,space,0.18828368186950684
o,f,0.08363628387451172
f,space,0.1245582103729248
w,h,0.16457557678222656
h,a,0.051119327545166016
a,t,0.07129812240600586
t,space,0.2492389678955078
m,a,0.10711097717285156
a,k,0.12137365341186523
k,e,0.07104754447937012
e,s,0.1385495662689209
s,space,0.18277454376220703
i,t,0.12814974784851074
t,space,0.11832094192504883
r,i,0.12702465057373047
i,g,0.11207818984985352
g,h,0.09453940391540527
h,t,0.09105181694030762
t,space,0.11721014976501465
s,o,0.08682894706726074
o,m,0.09797859191894531
m,e,0.07898783683776855
e,space,0.17498445510864258
w,r,0.18056559562683105
r,i,0.2673814296722412
i,t,0.08540606498718262
t,e,0.12994933128356934
e,r,0.08676457405090332
r,s,0.16629242897033691
s,space,0.20258593559265137
h,o,0.10461688041687012
o,w,0.13109302520751953
w,e,0.0639190673828125
e,v,0.2400214672088623
v,e,0.18449711799621582
e,r,0.05099987983703613
r,space,0.09599947929382324
t,e,0.09108734130859375
e,n,0.09326004981994629
n,d,0.10933446884155273
d,space,0.14905238151550293
t,o,0.09952926635742188
o,space,0.0722956657409668
f,o,0.14210820198059082
o,c,0.10541534423828125
c,u,0.16568446159362793
u,s,0.09455537796020508
s,o,0.15361690521240234
o,m,0.2534620761871338
m,o,0.09338212013244629
o,r,0.07434797286987305
r,e,0.12367963790893555
e,space,0.12424087524414062
o,n,0.0925133228302002
n,space,0.09647083282470703
w,h,0.11319684982299805
h,a,0.1016690731048584
a,t,0.050591468811035156
t,space,0.05896759033203125
t,space,0.3818511962890625
m,a,0.11382889747619629
a,k,0.13764619827270508
k,e,0.08707571029663086
e,s,0.14629244804382324
s,space,0.16301870346069336
i,t,0.23385167121887207
t,space,0.15602397918701172
r,i,0.13817119598388672
i,g,0.1074068546295166
g,h,0.13844895362854004
h,t,0.10725903511047363
t,space,0.12510395050048828
s,o,0.06889081001281738
o,m,0.14621567726135254
m,e,0.06256580352783203
e,space,0.143904447555542
w,r,0.10499882698059082
r,i,0.12840986251831055
i,t,0.09459161758422852
t,e,0.13940858840942383
e,r,0.08003735542297363
r,s,0.1448841094970703
s,space,0.17902112007141113
h,o,0.09366416931152344
,n,0.37309908866882324
n,space,0.08414721488952637
e,x,0.1501014232635498
x,a,0.20449090003967285
a,m,0.11089158058166504
m,p,0.08991193771362305
p,l,0.15571808815002441
l,e,0.07898688316345215
e,space,0.1289525032043457
o,f,0.08571624755859375
f,space,0.10613560676574707
a,space,0.07897806167602539
m,o,0.06502389907836914
o,r,0.07175707817077637
r,a,0.12406110763549805
a,l,0.07934427261352539
l,space,0.07673168182373047
p,r,0.10845828056335449
r,o,0.09958910942077637
o,b,0.1028757095336914
b,l,0.0887455940246582
l,e,0.11250591278076172
e,m,0.09964323043823242
m,space,0.0819082260131836
m,i,0.0890510082244873
i,g,0.09493255615234375
g,h,0.10394668579101562
h,t,0.08504700660705566
t,space,0.06295609474182129
h,e,0.09628629684448242
e,l,0.1469895839691162
l,p,0.13646173477172852
p,space,0.11941194534301758
u,s,0.1223747730255127
s,space,0.13231682777404785
u,n,0.17058825492858887
n,d,0.08414649963378906
d,e,0.17902803421020508
e,r,0.1040804386138916
r,s,0.1587083339691162
s,t,0.1227877140045166
t,a,0.1262953281402588
a,n,0.13095879554748535
n,d,0.045972585678100586
d,space,0.14998340606689453
t,h,0.0930173397064209
h,e,0.07106423377990723
e,space,0.1298201084136963
t,a,0.13646531105041504
a,s,0.10265207290649414
s,k,0.13613390922546387
k,s,0.1586918830871582
s,space,0.12157535552978516
o,f,0.10212135314941406
f,space,0.09698128700256348
m,o,0.08201360702514648
o,r,0.054125070571899414
r,a,0.14255070686340332
a,l,0.07818007469177246
l,space,0.09279227256774902
t,h,0.08888030052185059
h,e,0.07179832458496094
e,o,0.12365555763244629
o,r,0.07491421699523926
r,y,0.11518669128417969
y,space,0.07988953590393066
c,o,0.06908416748046875
o,n,0.053101301193237305
n,s,0.09720277786254883
s,i,0.12375235557556152
i,d,0.05492210388183594
d,e,0.17180752754211426
e,r,0.07864546775817871
r,space,0.10530877113342285
t,h,0.07430148124694824
h,e,0.041170358657836914
e,space,0.10880494117736816
c,a,0.17488861083984375
a,s,0.06627154350280762
s,e,0.08965730667114258
e,space,0.12660622596740723
o,f,0.08643269538879395
f,space,0.11220145225524902
m,a,0.12839889526367188
a,r,0.0615692138671875
r,y,0.1690213680267334
y,space,0.06897902488708496
w,h,0.08310055732727051
h,o,0.0784919261932373
o,space,0.10863971710205078
m,u,0.22206568717956543
u,s,0.08681082725524902
s,t,0.059931278228759766
t,space,0.11341047286987305
d,e,0.17055583000183105
e,c,0.17594265937805176
c,i,0.09184694290161133
i,d,0.1395280361175537
d,e,0.2217850685119629
e,space,0.13289618492126465
w,h,0.10197663307189941
h,t,0.08058047294616699
t,e,0.0077745914459228516
e,e,0.1465926170349121
e,r,0.12076687812805176
r,space,0.1477675437927246
o,r,0.08242201805114746
r,space,0.10498237609863281
n,o,0.06993412971496582
o,t,0.09357595443725586
t,space,0.10139012336730957
t,o,0.10210824012756348
o,space,0.06957769393920898
a,u,0.11894631385803223
u,t,0.09421849250793457
t,h,0.10676884651184082
h,o,0.052002906799316406
o,r,0.06598114967346191
r,i,0.15308570861816406
i,z,0.08914995193481445
z,e,0.18630599975585938
e,space,0.13068747520446777
a,d,0.12399649620056152
d,d,0.16458392143249512
d,i,0.14882588386535645
i,t,0.11005544662475586
t,i,0.11260652542114258
i,o,0.0005567073822021484
o,n,0.12094736099243164
n,a,0.08423471450805664
a,l,0.13643145561218262
l,space,0.11171245574951172
m,e,0.07966399192810059
e,d,0.17816901206970215
d,i,0.07983255386352539
i,c,0.11681342124938965
c,a,0.13793182373046875
a,l,0.08881187438964844
l,space,0.08655571937561035
t,r,0.1732635498046875
r,e,0.07353711128234863
e,a,0.1816709041595459
a,t,0.07941484451293945
t,m,0.12340068817138672
m,e,0.09797286987304688
e,n,0.08303403854370117
n,t,0.11155200004577637
t,space,0.09496355056762695
f,o,0.07693910598754883
o,r,0.10170412063598633
r,space,0.07229256629943848
h,e,0.03321194648742676
e,r,0.08646130561828613
r,e,0.16107845306396484
e,space,0.18752551078796387
m,o,0.1065061092376709
o,t,0.1173863410949707
t,h,0.11250948905944824
h,e,0.023175716400146484
e,r,0.08491706848144531
r,space,0.11245989799499512
h,e,0.0713205337524414
e,r,0.10066890716552734
r,space,0.08566784858703613
m,o,0.08986830711364746
o,e,0.09467339515686035
e,t,0.08066678047180176
t,h,0.07338356971740723
h,e,0.07507610321044922
e,r,0.09552001953125
r,space,0.1986849308013916
i,s,0.11045002937316895
s,space,0.1244211196899414
i,n,0.08455944061279297
n,space,0.32506704330444336
i,n,0.08157730102539062
n,t,0.0887746810913086
t,e,0.08443140983581543
e,n,0.1368269920349121
n,s,0.07327723503112793
s,e,0.11277008056640625
e,space,0.16249322891235352
p,a,0.10391926765441895
a,i,0.12022876739501953
i,n,0.08182406425476074
n,space,0.04011988639831543
f,r,0.17262840270996094
r,o,0.08620738983154297
o,m,0.10833311080932617
m,space,0.0921323299407959
h,e,0.05399775505065918
e,r,0.08605599403381348
r,space,0.16031622886657715
i,l,0.09711456298828125
l,l,0.1782841682434082
l,n,0.15205621719360352
n,e,0.1128849983215332
e,s,0.12695693969726562
s,s,0.19777679443359375
s,space,0.16480469703674316
s,o,0.10423707962036133
o,m,0.1605238914489746
m,e,0.09672164916992188
e,space,0.12027668952941895
o,f,0.06964564323425293
f,space,0.14096641540527344
t,h,0.10849809646606445
h,e,0.07813191413879395
t,h,0.11623096466064453
h,e,0.08431529998779297
e,o,0.14982104301452637
o,r,0.09373831748962402
r,i,0.21100783348083496
i,s,0.11501049995422363
s,t,0.11304402351379395
t,s,0.13991665840148926
s,space,0.17296242713928223
d,i,0.12167930603027344
i,s,0.08183407783508301
s,c,0.18227148056030273
c,u,0.11307048797607422
u,s,0.10669660568237305
s,s,0.15608835220336914
s,e,0.17061328887939453
e,d,0.20482730865478516
d,space,0.16451096534729004
i,n,0.0949106216430664
n,space,0.08795285224914551
t,h,0.14611530303955078
h,i,0.07143211364746094
i,s,0.11969327926635742
s,space,0.11477828025817871
t,e,0.08029627799987793
e,x,0.24411392211914062
x,t,0.21265959739685059
t,space,0.13891935348510742
s,o,0.09587335586547852
o,u,0.08427095413208008
u,g,0.08428716659545898
g,h,0.12053275108337402
h,t,0.10356879234313965
t,space,0.11421513557434082
t,o,0.08118009567260742
o,space,0.06805753707885742
a,p,0.07847237586975098
p,p,0.16630935668945312
p,l,0.14699578285217285
l,y,0.17853426933288574
y,space,0.06356692314147949
t,h,0.07750487327575684
h,e,0.08390545845031738
e,i,0.12036800384521484
i,r,0.08010387420654297
r,space,0.10954093933105469
t,h,0.08603835105895996
h,e,0.07431530952453613
e,o,0.13563323020935059
o,r,0.08193492889404297
r,i,0.15655016899108887
i,e,0.031494140625
e,s,0.1510474681854248
s,space,0.17275357246398926
t,o,0.08872509002685547
o,space,0.09030914306640625
p,r,0.06781291961669922
r,o,0.10958290100097656
o,b,0.09314346313476562
b,l,0.10265374183654785
l,e,0.09958028793334961
e,m,0.1271071434020996
m,s,0.06361079216003418
s,space,0.1675713062286377
t,h,0.16658735275268555
h,a,0.13740158081054688
a,t,0.08575987815856934
t,space,0.1471848487854004
p,e,0.36780595779418945
e,o,0.1362168788909912
o,p,0.08040094375610352
p,l,0.14191842079162598
l,e,0.11452984809875488
e,space,0.13974666595458984
f,a,0.1269359588623047
a,c,0.13153886795043945
c,e,0.2010509967803955
e,d,0.14835214614868164
d,space,0.08650469779968262
a,t,0.0661013126373291
t,space,0.1250443458557129
t,h,0.12223362922668457
h,e,0.025708675384521484
e,space,0.14326095581054688
t,i,0.1036989688873291
i,m,0.08971500396728516
m,e,0.10503911972045898
e,space,0.16261839866638184
o,n,0.0570073127746582
n,e,0.10618925094604492
e,space,0.12915539741516113
v,e,0.1888411045074463
e,r,0.10703587532043457
r,y,0.0941166877746582
y,space,0.07216095924377441
f,a,0.14121699333190918
a,m,0.05123591423034668
m,o,0.18053817749023438
o,u,0.11243677139282227
u,s,0.10601305961608887
s,space,0.10796928405761719
e,x,0.17223191261291504
x,a,0.2050461769104004
a,m,0.02120661735534668
m,p,0.12055325508117676
p,l,0.1566147804260254
l,e,0.06428194046020508
e,space,0.1248164176940918
o,f,0.10686683654785156
f,space,0.10998296737670898
t,h,0.09050917625427246
h,i,0.07271027565002441
i,s,0.10231637954711914
s,space,0.11698031425476074
i,s,0.07445812225341797
s,space,0.10708189010620117
t,h,0.0411989688873291
h,e,0.11786627769470215
e,space,0.08806490898132324
p,h,0.10011005401611328
h,i,0.12409067153930664
i,l,0.10801506042480469
l,o,0.2039642333984375
o,s,0.12965035438537598
s,o,0.09329938888549805
o,p,0.10554194450378418
p,h,0.09676647186279297
h,e,0.10764050483703613
e,r,0.11072444915771484
